symbol,horizon_days,return
BTC,365,-0.17106174851107914
BTC,730,0.020382190105096898
BTC,1095,1.4682632011477441
DOGE,365,-0.4528707482273536
DOGE,730,-0.47904089228005875
DOGE,1095,0.08274730772199979
ETH,365,0.18150332964210492
ETH,730,-0.35708430256123336
ETH,1095,0.13926940669030308
SOL,365,-0.3192321793370593
SOL,730,-0.5308438666888303
SOL,1095,2.9722437618936697
XRP,365,-0.3733354204990068
XRP,730,1.2865494572385106
XRP,1095,1.6691947916724645
