candidate,data_window,baseline_avg_total_return,candidate_avg_total_return,delta_avg_total_return,baseline_avg_sharpe,candidate_avg_sharpe,delta_avg_sharpe,baseline_avg_max_drawdown,candidate_avg_max_drawdown,delta_avg_max_drawdown,baseline_total_trades,candidate_total_trades,delta_total_trades
bab_proxy_single_asset,2025-02-10 to 2025-03-11 (WF test windows),0.0001242398999999894,6.560999999405404e-07,-0.00012358380000004887,15.011604299085601,0.060588132749421875,-14.95101616633618,-7.999526108914967e-06,-1.270682919934929e-05,-4.707303090434323e-06,2.0,6.0,4.0
vol_managed_tsmom_proxy,2025-02-10 to 2025-03-11 (WF test windows),0.0001242398999999894,8.173139999989587e-05,-4.250850000009354e-05,15.011604299085601,8.836091117818052,-6.175513181267549,-7.999526108914967e-06,-1.0268599999974093e-05,-2.2690738910591257e-06,2.0,2.0,0.0
